#separator:Semicolon
#html:false
#tags column:3
¿Qué es la triangulación de Denzin y para qué sirve?;Es usar múltiples fuentes o métodos para dar rigor a una investigación cualitativa.;CENEVAL::Dia08-CualitativaMixtaResultados
En etnografía, ¿qué diferencia hay entre la mirada émica y la ética?;"La émica es la mirada del nativo, desde dentro; la ética es la mirada del analista externo, desde fuera.";CENEVAL::Dia08-CualitativaMixtaResultados
¿Qué propone la teoría fundamentada de Glaser y Strauss?;Que la teoría emerge de los datos mismos, mediante codificación abierta que después se vuelve axial.;CENEVAL::Dia08-CualitativaMixtaResultados
¿Qué es la saturación de categorías en investigación cualitativa?;"Es el punto en que los casos nuevos ya no aportan información distinta; ahí termina de crecer la muestra cualitativa.";CENEVAL::Dia08-CualitativaMixtaResultados
¿En qué consiste el muestreo de bola de nieve?;Es un muestreo en cadena: cada participante te lleva al siguiente.;CENEVAL::Dia08-CualitativaMixtaResultados
¿Cómo se codifica en la teoría fundamentada?;La teoría surge de los datos mismos, mediante codificación abierta → axial → selectiva.;CENEVAL::Dia08-CualitativaMixtaResultados
¿Qué busca la investigación-acción?;Resolver y mejorar prácticas junto con los participantes, en una espiral de reflexión y acción.;CENEVAL::Dia08-CualitativaMixtaResultados
¿Qué analiza el Análisis Crítico del Discurso (ACD) de Van Dijk?;La relación discurso-cognición-sociedad: cómo el lenguaje refleja poder, desigualdad y discriminación.;CENEVAL::Dia08-CualitativaMixtaResultados
Según Potter y Wetherell, ¿qué son los repertorios interpretativos?;Son los recursos lingüísticos con los que las personas construyen versiones de la realidad.;CENEVAL::Dia08-CualitativaMixtaResultados
¿Qué son las metainferencias en un estudio mixto?;Son las conclusiones integradas que combinan los resultados cuantitativos y cualitativos de un mismo estudio.;CENEVAL::Dia08-CualitativaMixtaResultados
¿Qué diferencia hay entre los diseños DITRIAC, DEXPLIS y DEXPLOS en métodos mixtos?;"DITRIAC es convergente (ambos en paralelo); DEXPLIS va de CUAN a CUAL, para explicar; DEXPLOS va de CUAL a CUAN, para explorar.";CENEVAL::Dia08-CualitativaMixtaResultados
¿Qué son los Tratamientos con Apoyo Empírico (TAEs)?;Son tratamientos psicológicos validados por evidencia, organizados en listas dinámicas donde predomina el enfoque cognitivo-conductual.;CENEVAL::Dia08-CualitativaMixtaResultados
¿Qué niveles de evidencia proponen Chambless y Hollon para un tratamiento?;"Eficaz; probablemente eficaz (sin réplica todavía); y eficaz y específico (superior a un placebo).";CENEVAL::Dia08-CualitativaMixtaResultados
En el contexto de reportar resultados, ¿qué es el Alfa de Cronbach y con qué no debe confundirse?;"Es la confiabilidad del instrumento usado; no debe confundirse con el alfa (α) de significancia estadística.";CENEVAL::Dia08-CualitativaMixtaResultados
¿Qué significa la estructura IMRyD de un artículo científico?;Introducción, Metodología, Resultados y Discusión.;CENEVAL::Dia08-CualitativaMixtaResultados
¿Qué características debe tener el título de un artículo, según la regla CECISyP?;Corto, Específico, Claro, Informativo, Sencillo y Preciso, en menos de 15 palabras.;CENEVAL::Dia08-CualitativaMixtaResultados
¿Cuál es la regla de las 40 palabras para citas textuales en APA?;"Si la cita textual tiene menos de 40 palabras va corrida entre comillas; si tiene 40 o más va en bloque con sangría; siempre con el número de página.";CENEVAL::Dia08-CualitativaMixtaResultados
Según APA 7ª edición, ¿cuándo se usa 'et al.'?;Con 3 o más autores, se usa desde la primera cita en el texto.;CENEVAL::Dia08-CualitativaMixtaResultados
¿Qué diferencia hay entre difusión y divulgación científica?;"La difusión es para pares, con lenguaje técnico; la divulgación es para el público general, con lenguaje sencillo.";CENEVAL::Dia08-CualitativaMixtaResultados
¿Qué es el 'triángulo virtuoso' de una revista académica?;Es la rueda que sostiene a una revista: lectores, autores y dictaminadores, cada uno alimentando a los otros.;CENEVAL::Dia08-CualitativaMixtaResultados
