#separator:Semicolon
#html:false
#tags column:3
¿Qué es la investigación científica?;Son procesos sistemáticos, críticos y empíricos aplicados a un fenómeno.;CENEVAL::Dia06-FundamentosEpistemologia
¿Qué distingue al enfoque cuantitativo del cualitativo?;"El cuantitativo es secuencial, deductivo y busca medición (Comte/Durkheim); el cualitativo es circular, inductivo y busca significados, el verstehen de Weber.";CENEVAL::Dia06-FundamentosEpistemologia
¿Cuáles son las 5 estrategias comunes a ambos enfoques según Grinnell?;Observar, suponer, demostrar, revisar y proponer nuevas observaciones.;CENEVAL::Dia06-FundamentosEpistemologia
¿Cuáles son los 3 principios del Informe Belmont y a qué llevan cada uno?;Respeto (lleva al consentimiento informado), beneficencia (lleva a sopesar riesgos y beneficios) y justicia (lleva a una selección justa de participantes).;CENEVAL::Dia06-FundamentosEpistemologia
¿De qué 3 elementos se compone el consentimiento informado?;Información, comprensión y voluntariedad.;CENEVAL::Dia06-FundamentosEpistemologia
¿Qué son los códigos de Núremberg y Helsinki, y de qué años son?;Son los antecedentes históricos de la ética en investigación: Núremberg de 1947 y Helsinki de 1964.;CENEVAL::Dia06-FundamentosEpistemologia
¿Qué plantea el positivismo de Comte y Durkheim?;Que todo es medible, adoptando el método de las ciencias naturales y buscando la verificación.;CENEVAL::Dia06-FundamentosEpistemologia
¿Qué plantea el postpositivismo de Popper?;Un realismo crítico: el conocimiento es imperfecto y probabilístico, y se avanza por falsación, no por verificación.;CENEVAL::Dia06-FundamentosEpistemologia
¿Qué papel juega el pragmatismo en los métodos mixtos?;Es su base filosófica: en vez de partir de una postura fija, manda la pregunta de investigación.;CENEVAL::Dia06-FundamentosEpistemologia
Según Husserl, ¿qué es la epojé y qué reducciones incluye?;"Es la suspensión del juicio; incluye las reducciones filosófica, fenomenológica y eidética.";CENEVAL::Dia06-FundamentosEpistemologia
Según Gadamer, ¿qué es la 'fusión de horizontes'?;"Es cuando el horizonte del intérprete se funde con el de lo interpretado; para Gadamer, 'no existe un método hermenéutico' fijo.";CENEVAL::Dia06-FundamentosEpistemologia
¿Cómo se diferencian las fases de la ruta cuantitativa y la cualitativa?;"La ruta cuantitativa tiene 10 fases secuenciales; la cualitativa tiene 9, con una inmersión inicial en el campo.";CENEVAL::Dia06-FundamentosEpistemologia
¿Qué diferencia hay entre fuente primaria, secundaria y terciaria?;"La primaria son datos de primera mano (artículos, tesis); la secundaria reprocesa esas fuentes; la terciaria compila fuentes secundarias.";CENEVAL::Dia06-FundamentosEpistemologia
¿Qué es el marco teórico y cómo se construye?;"Es tanto un proceso como un producto, con 7 funciones; se puede armar por mapeo o por índices.";CENEVAL::Dia06-FundamentosEpistemologia
¿Qué 3 criterios propone Kerlinger para una buena investigación?;Que exista una relación entre variables, una pregunta clara, y que se pueda someter a prueba empírica.;CENEVAL::Dia06-FundamentosEpistemologia
