#separator:Semicolon
#html:false
#tags column:3
¿Qué es una sinapsis y quién acuñó el término?;"Es el punto de contacto donde una neurona pasa información a otra; el término lo acuñó Sherrington.";CENEVAL::Dia02-InterpretacionEvaluacion
Según Hebb (1949), ¿qué es la neuroplasticidad y por qué importa?;"Es la capacidad de formar, reforzar o podar sinapsis; es la base tanto del aprendizaje como de la recuperación funcional.";CENEVAL::Dia02-InterpretacionEvaluacion
¿Qué significa que una neurona se despolarice, y qué es lo contrario?;"Despolarizar es excitar la neurona, acercándola al umbral de disparo; lo contrario es hiperpolarizar, que la inhibe.";CENEVAL::Dia02-InterpretacionEvaluacion
¿Qué función cumple la dopamina y qué pasa si hay exceso o falta?;"Es el neurotransmisor de la recompensa y el motor de la conducta; en exceso se asocia a psicosis, y su falta en la sustancia negra causa Parkinson.";CENEVAL::Dia02-InterpretacionEvaluacion
¿Qué hace el hipocampo y qué tiene de especial en el adulto?;Convierte la memoria de corto plazo en memoria de largo plazo, y es una de las pocas zonas con neurogénesis en la edad adulta.;CENEVAL::Dia02-InterpretacionEvaluacion
¿Qué papel juega la amígdala en la memoria?;Es el centro del miedo y del marcaje emocional de los recuerdos.;CENEVAL::Dia02-InterpretacionEvaluacion
¿Qué diferencia hay entre el área de Broca y la de Wernicke?;"Broca (frontal) produce el habla; Wernicke (temporal) comprende el habla.";CENEVAL::Dia02-InterpretacionEvaluacion
¿Qué procesa cada vía visual, la dorsal y la ventral?;"La corriente dorsal procesa el 'dónde' (va al parietal); la ventral procesa el 'qué' (va al temporal).";CENEVAL::Dia02-InterpretacionEvaluacion
¿Qué es el CAT de Bellak (1949)?;"Es una prueba de apercepción temática infantil que usa animales en vez de personas; deriva del TAT de Murray.";CENEVAL::Dia02-InterpretacionEvaluacion
¿Qué es el sistema Koppitz y en qué pruebas se usa?;"Es un sistema de calificación que combina indicadores de desarrollo e indicadores emocionales; se aplica al Dibujo de la Figura Humana (DFH) y al test de Bender.";CENEVAL::Dia02-InterpretacionEvaluacion
¿Qué es el H-T-P de Buck y Warren?;Es la prueba proyectiva de personalidad Casa-Árbol-Persona.;CENEVAL::Dia02-InterpretacionEvaluacion
¿Qué es el modelo CHC y qué prueba se basa en él?;"Es una teoría de la inteligencia con factores como Gc, Gf, Gsm, Gv y Gs, entre otros; es la base teórica del WISC-IV.";CENEVAL::Dia02-InterpretacionEvaluacion
¿Cómo se estructura el WISC-IV?;En 4 índices (ICV, IRP, IMT, IVP) que dan el CI Total, o el ICG cuando hay mucha dispersión entre índices.;CENEVAL::Dia02-InterpretacionEvaluacion
¿Qué son la BANETA y el ENI-2?;Son baterías neuropsicológicas mexicanas: la BANETA evalúa aprendizaje, y el ENI-2 da un perfil neuropsicológico integral.;CENEVAL::Dia02-InterpretacionEvaluacion
Según el DSM-5, ¿cuál es la frontera entre Deterioro Cognitivo Leve (DCL) y demencia?;La frontera es la autonomía en la vida diaria: en el DCL se conserva, en la demencia se pierde.;CENEVAL::Dia02-InterpretacionEvaluacion
¿Cómo ayuda la 'clave de recuperación' a diferenciar Alzheimer de un cuadro subcortical como Parkinson?;"Si dar una clave (pista) no mejora el recuerdo, apunta a Alzheimer; si sí mejora, apunta a Parkinson u otro cuadro subcortical.";CENEVAL::Dia02-InterpretacionEvaluacion
¿Qué es la reserva cognitiva?;Son redes neuronales alternativas que retrasan la aparición de los síntomas de demencia.;CENEVAL::Dia02-InterpretacionEvaluacion
¿Cómo se agrupan los trastornos de personalidad en clusters A, B y C?;Cluster A = raros o excéntricos, Cluster B = dramáticos o erráticos, Cluster C = ansiosos o temerosos.;CENEVAL::Dia02-InterpretacionEvaluacion
En el modelo CONOCER, ¿qué son el EC y el IEC?;El EC es el Estándar de Competencia, y el IEC es el Instrumento de Evaluación de esa Competencia.;CENEVAL::Dia02-InterpretacionEvaluacion
¿Qué papel juegan el CGC, el GTES y el GTEFI en CONOCER?;"El CGC es el comité del sector; el GTES define las funciones; el GTEFI redacta el EC.";CENEVAL::Dia02-InterpretacionEvaluacion
¿Cuáles son los 6 niveles de la Taxonomía de Bloom, usada en CONOCER?;Conocimiento → comprensión → aplicación → análisis → síntesis → evaluación.;CENEVAL::Dia02-InterpretacionEvaluacion
¿Qué diferencia hay entre un diagnóstico diferencial y uno psicosocial?;"El diferencial busca descartar cuadros parecidos; el psicosocial integra a la persona con su entorno.";CENEVAL::Dia02-InterpretacionEvaluacion
¿Cuáles son las etapas del ciclo vital según Papalia?;Prenatal → lactancia → niñez temprana/intermedia → adolescencia → las 3 adultez (temprana, media y tardía).;CENEVAL::Dia02-InterpretacionEvaluacion
¿Cómo se comparan las etapas de Erikson y Piaget?;"Erikson propone 8 crisis psicosociales a lo largo de la vida; Piaget propone 4 estadios cognitivos, del sensoriomotor al formal.";CENEVAL::Dia02-InterpretacionEvaluacion
Según el experimento de la Situación Extraña de Ainsworth, ¿cuáles son los 4 tipos de apego?;Seguro, evitativo, ambivalente y desorganizado.;CENEVAL::Dia02-InterpretacionEvaluacion
